question,article_number,article_orig,index
كيف يحدد نظام العمل السعودي الارتباط التعاقدي للعمال المستقدمين نيابة عن أصحاب العمل بحسب المادة السابعة عشرة؟,31,"17 
يُعدّ العمال الســعوديون الذين أســهمت المكاتب أو الشــركات في توظيفهم، والعمال الذين إســتقدمتهم نيابة عن أصــحاب العمل؛ عمالاً 
لدى صاحب العمل، ويرتبطون به بعلاقة عقدية مباشرة.   

 

16- ﻋﺪﻟﺖ ﻫﺬه اﳌﺎدة ﺑﻨﺎءً� ﻋلى اﳌﺮﺳﻮم اﳌﻠكى�� رﻗﻢ )م/44( ﺑﺘﺎرﻳﺦ 8/2/1446ﻫـ 

71- ﻋﺪﻟﺖ ﻫﺬه اﳌﺎدة ﺑﻨﺎءً� ﻋلى اﳌﺮﺳﻮم اﳌﻠكى�� رﻗﻢ )م/44( ﺑﺘﺎرﻳﺦ 8/2/1446ﻫـ 

 
10 

 
 
 
 

 

 

03",32
ما هو الوضع التعاقدي للعمال السعوديين الذين توظفهم الشركات والمكاتب حسب المادة السابعة عشرة من نظام العمل السعودي؟,31,"17 
يُعدّ العمال الســعوديون الذين أســهمت المكاتب أو الشــركات في توظيفهم، والعمال الذين إســتقدمتهم نيابة عن أصــحاب العمل؛ عمالاً 
لدى صاحب العمل، ويرتبطون به بعلاقة عقدية مباشرة.   

 

16- ﻋﺪﻟﺖ ﻫﺬه اﳌﺎدة ﺑﻨﺎءً� ﻋلى اﳌﺮﺳﻮم اﳌﻠكى�� رﻗﻢ )م/44( ﺑﺘﺎرﻳﺦ 8/2/1446ﻫـ 

71- ﻋﺪﻟﺖ ﻫﺬه اﳌﺎدة ﺑﻨﺎءً� ﻋلى اﳌﺮﺳﻮم اﳌﻠكى�� رﻗﻢ )م/44( ﺑﺘﺎرﻳﺦ 8/2/1446ﻫـ 

 
10 

 
 
 
 

 

 

03",32
بحسب المادة السابعة عشرة من نظام العمل السعودي، كيف تُعامل العمالة التي استقدمت لأصحاب العمل من قبل المكاتب والشركات؟,31,"17 
يُعدّ العمال الســعوديون الذين أســهمت المكاتب أو الشــركات في توظيفهم، والعمال الذين إســتقدمتهم نيابة عن أصــحاب العمل؛ عمالاً 
لدى صاحب العمل، ويرتبطون به بعلاقة عقدية مباشرة.   

 

16- ﻋﺪﻟﺖ ﻫﺬه اﳌﺎدة ﺑﻨﺎءً� ﻋلى اﳌﺮﺳﻮم اﳌﻠكى�� رﻗﻢ )م/44( ﺑﺘﺎرﻳﺦ 8/2/1446ﻫـ 

71- ﻋﺪﻟﺖ ﻫﺬه اﳌﺎدة ﺑﻨﺎءً� ﻋلى اﳌﺮﺳﻮم اﳌﻠكى�� رﻗﻢ )م/44( ﺑﺘﺎرﻳﺦ 8/2/1446ﻫـ 

 
10 

 
 
 
 

 

 

03",32
ما هي الشروط المطلوبة للحصول على موافقة الوزارة عند استقدام العمال الأجانب للعمل في السعودية حسب المادة 32 من نظام العمل السعودي؟,32,لا يجوز الإستقدام بقصد العمل إلا بعد موافقة الوزارة .,33
متى يصبح استقدام العمال بهدف العمل مخالفاً لقوانين العمل في السعودية بحسب المادة الثانية والثلاثين؟,32,لا يجوز الإستقدام بقصد العمل إلا بعد موافقة الوزارة .,33
كيف يحدد نظام العمل السعودي ضوابط استقدام العمالة من خارج المملكة وفق المادة 32؟,32,لا يجوز الإستقدام بقصد العمل إلا بعد موافقة الوزارة .,33
ما هي الإجراءات اللازمة للحصول على الموافقة الرسمية من الوزارة لاستقدام عامل أجنبي بحسب المادة الثانية والثلاثون من نظام العمل السعودي؟,32,لا يجوز الإستقدام بقصد العمل إلا بعد موافقة الوزارة .,33
هل يمكن للمنشآت استقدام عمال أجانب دون الرجوع للوزارة وفقاً للمادة 32 من نظام العمل السعودي؟,32,لا يجوز الإستقدام بقصد العمل إلا بعد موافقة الوزارة .,33
ما هي الشروط المطلوبة لمنح غير السعودي رخصة عمل في المملكة وفقاً للمادة الثالثة والثلاثين؟,33,"لا يجوز لغير الســـعودي أن يمارس عملاً ، ولا يجوز أن يســـمح له بمزاولته ، إلا بعد الحصـــول على رخصـــة عمل من الوزارة وفق النموذج الذي 
تعده لهذا الغرض . ويشترط لمنح الرخصة ما يأتي : 
1. أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحاً له بالعمل . 
2. أن يكون من ذوي الكفـايـات المهنيـة أو المؤهلات الـدراســـيـة التي تحتـاج إليهـا البلاد، ولا يوجـد من أبنـاء البلاد من يحملهـا أو كـان العـدد 

الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 

3. أن يكون متعاقداً مع صاحب عمل وتحت مسؤوليته . 
ويقصد بكلمة ) العمل ( في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية .",34
هل يمكن لغير السعودي أن يمارس عمل في السعودية دون الحصول على رخصة عمل حسب المادة الثالثة والثلاثين؟,33,"لا يجوز لغير الســـعودي أن يمارس عملاً ، ولا يجوز أن يســـمح له بمزاولته ، إلا بعد الحصـــول على رخصـــة عمل من الوزارة وفق النموذج الذي 
تعده لهذا الغرض . ويشترط لمنح الرخصة ما يأتي : 
1. أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحاً له بالعمل . 
2. أن يكون من ذوي الكفـايـات المهنيـة أو المؤهلات الـدراســـيـة التي تحتـاج إليهـا البلاد، ولا يوجـد من أبنـاء البلاد من يحملهـا أو كـان العـدد 

الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 

3. أن يكون متعاقداً مع صاحب عمل وتحت مسؤوليته . 
ويقصد بكلمة ) العمل ( في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية .",34
ما هي المتطلبات التي يجب أن تتوفر في العامل غير السعودي لكي يحصل على رخصة عمل وفقاً لمادة 33؟,33,"لا يجوز لغير الســـعودي أن يمارس عملاً ، ولا يجوز أن يســـمح له بمزاولته ، إلا بعد الحصـــول على رخصـــة عمل من الوزارة وفق النموذج الذي 
تعده لهذا الغرض . ويشترط لمنح الرخصة ما يأتي : 
1. أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحاً له بالعمل . 
2. أن يكون من ذوي الكفـايـات المهنيـة أو المؤهلات الـدراســـيـة التي تحتـاج إليهـا البلاد، ولا يوجـد من أبنـاء البلاد من يحملهـا أو كـان العـدد 

الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 

3. أن يكون متعاقداً مع صاحب عمل وتحت مسؤوليته . 
ويقصد بكلمة ) العمل ( في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية .",34
هل يُسمح لغير السعوديين بمزاولة عمل دون أن يكون لديهم كفيل وفق ما تنص عليه المادة الثالثة والثلاثين؟,33,"لا يجوز لغير الســـعودي أن يمارس عملاً ، ولا يجوز أن يســـمح له بمزاولته ، إلا بعد الحصـــول على رخصـــة عمل من الوزارة وفق النموذج الذي 
تعده لهذا الغرض . ويشترط لمنح الرخصة ما يأتي : 
1. أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحاً له بالعمل . 
2. أن يكون من ذوي الكفـايـات المهنيـة أو المؤهلات الـدراســـيـة التي تحتـاج إليهـا البلاد، ولا يوجـد من أبنـاء البلاد من يحملهـا أو كـان العـدد 

الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 

3. أن يكون متعاقداً مع صاحب عمل وتحت مسؤوليته . 
ويقصد بكلمة ) العمل ( في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية .",34
ما هي الأنشطة التي تعتبر عملاً وفقاً للتعريف الموجود في المادة الثالثة والثلاثين؟,33,"لا يجوز لغير الســـعودي أن يمارس عملاً ، ولا يجوز أن يســـمح له بمزاولته ، إلا بعد الحصـــول على رخصـــة عمل من الوزارة وفق النموذج الذي 
تعده لهذا الغرض . ويشترط لمنح الرخصة ما يأتي : 
1. أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحاً له بالعمل . 
2. أن يكون من ذوي الكفـايـات المهنيـة أو المؤهلات الـدراســـيـة التي تحتـاج إليهـا البلاد، ولا يوجـد من أبنـاء البلاد من يحملهـا أو كـان العـدد 

الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 

3. أن يكون متعاقداً مع صاحب عمل وتحت مسؤوليته . 
ويقصد بكلمة ) العمل ( في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية .",34
هل يعتبر تصريح العمل كافياً لمزاولة العمل دون الحاجة إلى تراخيص أخرى حسب المادة الرابعة والثلاثين؟,34,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنة .,35
هل رخصة العمل تغني عن أي تصريحات أو تراخيص من جهات أخرى حسب المادة الرابعة والثلاثين؟,34,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنة .,35
هل يمكن لموظف بدء العمل إذا حصل على رخصة العمل فقط وفقًا للمادة الرابعة والثلاثين؟,34,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنة .,35
هل يكفي أن يكون لدى العامل فقط رخصة العمل لمزاولة مهنته طبقًا للمادة الرابعة والثلاثين؟,34,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنة .,35
ما أهمية الحصول على تراخيص إضافية بجانب رخصة العمل وفقًا للمادة الرابعة والثلاثين؟,34,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنة .,35
ما هي الحالات التي يمكن للوزارة فيها الامتناع عن تجديد رخصة العمل لصاحب العمل؟,35,"18 
للوزارة -لاعتبارات تقدرها- أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها 
الوزارة، وأيًّا من الاشتراطات أو الضوابط الأخرى الواردة في اللائحة.  وتبين اللائحة الإجراءات التي تكفل عدم تأثر العامل من عدم تجديد 
رخصة العمل، بما في ذلك إمكانية نقل خدمة العامل إلى صاحب عمل آخر دون موافقة صاحب العمل المخالف.",36
ما الإجراءات التي تقدمها اللائحة لضمان عدم تأثر العامل في حال عدم تجديد رخصة العمل؟,35,"18 
للوزارة -لاعتبارات تقدرها- أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها 
الوزارة، وأيًّا من الاشتراطات أو الضوابط الأخرى الواردة في اللائحة.  وتبين اللائحة الإجراءات التي تكفل عدم تأثر العامل من عدم تجديد 
رخصة العمل، بما في ذلك إمكانية نقل خدمة العامل إلى صاحب عمل آخر دون موافقة صاحب العمل المخالف.",36
هل يمكن للعامل نقل خدمته إلى صاحب عمل آخر دون موافقة صاحب العمل الحالي؟,35,"18 
للوزارة -لاعتبارات تقدرها- أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها 
الوزارة، وأيًّا من الاشتراطات أو الضوابط الأخرى الواردة في اللائحة.  وتبين اللائحة الإجراءات التي تكفل عدم تأثر العامل من عدم تجديد 
رخصة العمل، بما في ذلك إمكانية نقل خدمة العامل إلى صاحب عمل آخر دون موافقة صاحب العمل المخالف.",36
